question,response_j,response_k,id_lst
"감자칼을 감자에 가져다 대었다.
     다음 결과에 적절한 답은 무엇일까요?",감자 껍질이 벗겨졌다.,감자가 삶아졌다.,Hellaswag
"그는 치매에 걸린 어머니를 요양원에 보냈다.
     다음 원인에 적절한 답은 무엇일까요?",치매에 걸린 어머니를 부양하기가 힘들다.,어머니의 치매가 다 나았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {올라가다,걷다,발맞추다,산,아이들}
1. 걸으면서 발맞추기를 연습했다.
2. 담임 선생님과 함께 아이들은 산을 발맞춰 걸어 올라갔다.
3. 아이들이 산 아래에서 놀고 있다.
4. 우리는 산을 올라가기 시작했다.",2. 담임 선생님과 함께 아이들은 산을 발맞춰 걸어 올라갔다.,3. 아이들이 산 아래에서 놀고 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {편지,아내,남편,쓰다,감동시키다}
1. 아내가 쓴 글에 감동을 받았다.
2. 남편이 편지를 읽고 눈물을 흘렸다.
3. 쓰다가 멈춘 편지는 바람에 날아갔다.
4. 남편은 아내를 감동시킬 만한 편지를 금세 썼다.",4. 남편은 아내를 감동시킬 만한 편지를 금세 썼다.,2. 남편이 편지를 읽고 눈물을 흘렸다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {하다,다르다,일,변리사,변호사}
1. 그의 일 처리 방식은 동료와 다르다.
2. 일반적으로 변호사와 변리사는 하는 일이 서로 많이 다르다.
3. 변호사는 법정에서 변론을 하다.
4. 변리사는 특허를 다루는 일이다.",2. 일반적으로 변호사와 변리사는 하는 일이 서로 많이 다르다.,3. 변호사는 법정에서 변론을 하다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {대출하다,반납하다,책,도서관,나}
1. 대출하고 반납하는 과정이 번거롭다.
2. 나는 동네 도서관에서 대출한 책을 반납했다.
3. 책을 오래 대출하고 있어서 반납해야 해.
4. 나는 도서관에서 책을 빌렸다.",2. 나는 동네 도서관에서 대출한 책을 반납했다.,3. 책을 오래 대출하고 있어서 반납해야 해.,Kocommon_Gen
"잉크가 다 닳은 볼펜으로 수첩에 선을 그었다.
     다음 결과에 적절한 답은 무엇일까요?",수첩에 아무런 선도 그어지지 않았다.,수첩에 검은 선이 그려졌다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {때,육신,늙다,버드럭거리다}
1. 그녀는 나이가 들면서 육신이 약해졌다.
2. 몹시 늙은 육신을 어느 때까지나 버드럭거릴 수는 없다.
3. 나이가 들면 늙다는 사실을 받아들여야 한다.
4. 아이가 걸으면서 버드럭거리며 이야기한다.",2. 몹시 늙은 육신을 어느 때까지나 버드럭거릴 수는 없다.,1. 그녀는 나이가 들면서 육신이 약해졌다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {먹다,재우다,냉장고,맥주,형,우리}
1. 우리 형은 퇴근 후 맥주를 냉장고에 재워 두고 먹었다.
2. 재우다가 아니라 일어나야 해.
3. 냉장고에 맥주가 없다.
4. 형이 먹는 것을 좋아한다.",1. 우리 형은 퇴근 후 맥주를 냉장고에 재워 두고 먹었다.,4. 형이 먹는 것을 좋아한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {발효되다,주의보,한파}
1. 기상청에서 대설주의보를 발령했다.
2. 최근 발효된 크래프트 맥주가 인기를 끌고 있다.
3. 전국적으로 한파 주의보가 발효되었다.
4. 한파로 인해 전국의 온도가 급격히 떨어질 것으로 예상된다.",3. 전국적으로 한파 주의보가 발효되었다.,4. 한파로 인해 전국의 온도가 급격히 떨어질 것으로 예상된다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {있다,가물대다,배들,지평선}
1. 가물대다가 필요한 때가 있다.
2. 배들이 무리를 지어 항해하고 있다.
3. 지평선 위로 배들이 나타났다.
4. 저 멀리 지평선에 있는 배들이 계속 가물대고 있었다.",4. 저 멀리 지평선에 있는 배들이 계속 가물대고 있었다.,2. 배들이 무리를 지어 항해하고 있다.,Kocommon_Gen
"인형 눈알 달기 알바를 시작했다.
     다음 원인에 적절한 답은 무엇일까요?",월세 내기 빠듯한 돈을 가졌다.,월세 내기 충분한 돈을 가졌다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {심다,따다,애호박,올리다,넝쿨,울타리}
1. 집 앞 울타리에 넝쿨을 올려서 애호박을 따서 심었다.
2. 넝쿨 식물은 울타리로도 사용할 수 있다.
3. 애호박을 심을 때는 햇빛을 많이 받는 곳에 심어야 한다.
4. 여름철 애호박을 따는 것은 쉬운 일이 아니다.",1. 집 앞 울타리에 넝쿨을 올려서 애호박을 따서 심었다.,2. 넝쿨 식물은 울타리로도 사용할 수 있다.,Kocommon_Gen
"불타는 집에 호스로 물을 뿌렸다.
     다음 결과에 적절한 답은 무엇일까요?",불길이 점점 잦아들었다.,불길이 점점 더 하늘로 치솟았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {취급되다,중요하다,신문,소식,서거,대통령}
1. 신문은 각종 소식을 취급하는 매체이다.
2. 서거한 유명 인사에 대한 소식이 중요하게 다뤄지곤 한다.
3. 대통령의 서거 소식이 신문에 보도되었다.
4. 이번 대통령의 서거 소식은 신문에서 중요하게 취급되었다.",4. 이번 대통령의 서거 소식은 신문에서 중요하게 취급되었다.,2. 서거한 유명 인사에 대한 소식이 중요하게 다뤄지곤 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {갑,나,을,집주인}
1. 집주인이 나에게 연락했다.
2. 나는 갑에게 이사할 것을 요청했다.
3. 집주인은 언제나 갑이었고 나는 을이었다.
4. 을은 계약서에 서명했다.",3. 집주인은 언제나 갑이었고 나는 을이었다.,4. 을은 계약서에 서명했다.,Kocommon_Gen
"차가 과속방지턱을 지나갔다.
     다음 결과에 적절한 답은 무엇일까요?",차가 덜컹거렸다.,차가 멈췄다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {쉬다,숨,아가미,물고기}
1. 아가미가 잘 발달한 물고기는 수중에서 오래 살 수 있다.
2. 쉬다 보면 스트레스가 해소되기도 한다.
3. 숨을 깊게 쉬면 마음도 진정될 수 있다.
4. 물고기가 어항 안에서 아가미로 숨을 쉬었다.",4. 물고기가 어항 안에서 아가미로 숨을 쉬었다.,1. 아가미가 잘 발달한 물고기는 수중에서 오래 살 수 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {빼앗기다,귀중품,협박,당하다,돈,권총,우리}
1. 권총을 소지하는 것은 매우 위험한 일이다.
2. 그녀는 귀중품을 도난당했다.
3. 협박을 당하는 상황은 매우 위험하다.
4. 우리는 권총으로 협박을 당해 돈과 귀중품을 전부 빼앗겼다.",4. 우리는 권총으로 협박을 당해 돈과 귀중품을 전부 빼앗겼다.,1. 권총을 소지하는 것은 매우 위험한 일이다.,Kocommon_Gen
"남자는 주식으로 돈을 많이 벌었다.
     다음 결과에 적절한 답은 무엇일까요?",남자는 집을 샀다.,남자는 파산 신청을 했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지시하다,시군,달성하다,목표량}
1. 지방의 시군마다 목표량이 다르다.
2. 계획을 한 목표량은 반드시 달성토록 시군에 지시했다.
3. 달성한 목표량을 분석해야 한다.
4. 나는 그들에게 구체적으로 지시했다.",2. 계획을 한 목표량은 반드시 달성토록 시군에 지시했다.,3. 달성한 목표량을 분석해야 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {할머니,비,오다,무릎,쑤시다,하다}
1. 할머니는 무릎이 쑤신다고 하셨어.
2. 할머니는 항상 비만 오면 무릎이 쿡쿡 쑤신다고 하셨다.
3. 비가 오면 무릎이 쑤신다고 할머니가 말씀하셨어.
4. 할머니가 무릎이 아프시다고 하셨어.",2. 할머니는 항상 비만 오면 무릎이 쿡쿡 쑤신다고 하셨다.,3. 비가 오면 무릎이 쑤신다고 할머니가 말씀하셨어.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {누리다,있다,권리,자유,우리}
1. 권리는 우리에게 소중하다.
2. 그들은 행복을 누리고 있다.
3. 우리는 자유를 맘껏 누릴 자유의 권리도 있다.
4. 자유는 누구나 누릴 수 있다.",3. 우리는 자유를 맘껏 누릴 자유의 권리도 있다.,2. 그들은 행복을 누리고 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {나,여행,가다,종강,기다리다}
1. 나는 여행 가고 싶어.
2. 종강을 기다리는 중이야.
3. 나는 이번에 여행을 가려고 종강을 기다리고 있다.
4. 가을이면 여행을 갈 거야.",3. 나는 이번에 여행을 가려고 종강을 기다리고 있다.,1. 나는 여행 가고 싶어.,Kocommon_Gen
"여자가 떡을 샀다.
     다음 결과에 적절한 답은 무엇일까요?",여자가 떡볶이를 만들었다.,여자가 순대를 만들었다.,Hellaswag
"도로에 눈이 쌓였다.
     다음 결과에 적절한 답은 무엇일까요?",교통체증이 심해졌다.,자동차들이 더 빠른 속도로 달린다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {열리다,광주,잇다,전주,부천,부산,영화제}
1. 광주에는 다양한 문화시설이 잇다.
2. 전주는 맛있는 음식이 많다.
3. 부산에서 영화제가 열린다.
4. 이번 영화제는 부산, 부천, 전주에 이어 광주에서 성대히 열린다.","4. 이번 영화제는 부산, 부천, 전주에 이어 광주에서 성대히 열린다.",3. 부산에서 영화제가 열린다.,Kocommon_Gen
"음식을 오래 상온에 보관했다.
     다음 결과에 적절한 답은 무엇일까요?",음식이 상해서 냄새가 난다.,음식이 차갑게 얼었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {한강,겨울,뒤덮히다,얼음}
1. 한강의 얼음이 모두 뒤덮힌 것은 겨울이었다.
2. 얼음이 녹으면서 강 위에 물새들이 돌아온다.
3. 겨울철에 한강에서 얼음낚시를 즐기는 사람들이 많다.
4. 겨울이 되면 한강 주변이 아름답다.",1. 한강의 얼음이 모두 뒤덮힌 것은 겨울이었다.,3. 겨울철에 한강에서 얼음낚시를 즐기는 사람들이 많다.,Kocommon_Gen
"손이 매우 건조했다.
     다음 결과에 적절한 답은 무엇일까요?",핸드크림을 발랐다.,비누로 손을 씻었다.,Hellaswag
"강아지가 불안해하며 울었다.
     다음 원인에 적절한 답은 무엇일까요?",강아지는 낯선 환경에 갔다.,강아지는 낯익은 환경에 있었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {흔들다,고개,노인,하다,욕,아이들}
1. 할아버지와 함께 공원에 갔다.
2. 그는 아침 운동을 하다가 넘어졌다.
3. 아이들은 공원에서 노는 것을 좋아한다.
4. 아이들이 욕을 많이 하자 노인은 고개를 절절 흔들었다.",4. 아이들이 욕을 많이 하자 노인은 고개를 절절 흔들었다.,3. 아이들은 공원에서 노는 것을 좋아한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {까다롭다,가리다,길다,문장,그}
1. 길다란 문장을 읽는 것은 까다롭다.
2. 그는 문장이 길고 너무 까다로운 것을 가렸다.
3. 그 사람은 매우 가리는 편이다.
4. 길다란 나무를 보니 자연의 신비를 느낀다.",2. 그는 문장이 길고 너무 까다로운 것을 가렸다.,1. 길다란 문장을 읽는 것은 까다롭다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {도로,훼손되다,걷다,다니다,불편하다}
1. 오늘 걸었던 길이 정말 불편했어요.
2. 저는 매일 학교에 걸어 다닙니다.
3. 도로 공사로 인해 통행이 제한되고 있습니다.
4. 도로가 훼손되어 걸어서 다니기 매우 불편했다.",4. 도로가 훼손되어 걸어서 다니기 매우 불편했다.,2. 저는 매일 학교에 걸어 다닙니다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {구경하다,사람들,섞이다,노인,사람,작품}
1. 구경하는 사람들이 많았다.
2. 노인들이 작품을 감상한다.
3. 사람들이 섞여 함께 축제를 즐겼다.
4. 그 노인은 여러 사람들이 섞인 작품을 구경하는 사람이다.",4. 그 노인은 여러 사람들이 섞인 작품을 구경하는 사람이다.,1. 구경하는 사람들이 많았다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {하다,끌다,인기,소설,소재,실화}
1. 그 영화는 인기를 끌고 있다.
2. 이 소설의 인기는 실화를 바탕으로 하고 있다.
3. 소재를 찾기 위해 여러 책을 끌어 모았다.
4. 실화를 소재로 한 소설이 청소년들 사이에서 인기를 끌었다.",4. 실화를 소재로 한 소설이 청소년들 사이에서 인기를 끌었다.,3. 소재를 찾기 위해 여러 책을 끌어 모았다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {가지다,사전,관심}
1. 우리는 새로운 사전을 구매했다.
2. 사전에 관심을 가진 사람들이 많이 있다.
3. 그는 가지고 있는 책을 읽지 않는다.
4. 그녀는 관심을 가질 줄 알았다.",2. 사전에 관심을 가진 사람들이 많이 있다.,1. 우리는 새로운 사전을 구매했다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지키다,다짐하다,그녀}
1. 지키다는 것은 때로 어려운 일이 될 수 있다.
2. 다짐하다 어려운 경우도 많지만, 꾸준히 노력해야 한다.
3. 그녀는 새로운 목표를 다짐하였다.
4. 그는 그녀를 지켜 주겠다고 스스로 다짐했다.",4. 그는 그녀를 지켜 주겠다고 스스로 다짐했다.,"2. 다짐하다 어려운 경우도 많지만, 꾸준히 노력해야 한다.",Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {묻다,땀자국,속장,벗겨지다,표지,책}
1. 새 책의 표지는 매우 아름답다.
2. 여름에는 땀자국이 옷에 쉽게 생긴다.
3. 책 표지는 벗겨지고 속장에는 땀자국이 덕지덕지 묻어 있다.
4. 이야기의 속장은 읽는 이를 감동시킨다.",3. 책 표지는 벗겨지고 속장에는 땀자국이 덕지덕지 묻어 있다.,1. 새 책의 표지는 매우 아름답다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {운동,때,장식,거추장스럽다,하다,달리다,옷}
1. 운동을 할 때마다 옷에 달린 장식이 아주 거추장스럽다.
2. 그는 할 때마다 옷을 새로 사는 것을 좋아한다.
3. 달리다 보니 시간이 정말 빨리 가는 것 같다.
4. 운동을 하다가 옷이 더러워졌다.",1. 운동을 할 때마다 옷에 달린 장식이 아주 거추장스럽다.,2. 그는 할 때마다 옷을 새로 사는 것을 좋아한다.,Kocommon_Gen
"머리 끝 부분이 상했다.
     다음 결과에 적절한 답은 무엇일까요?",상한 부분을 잘라냈다.,탈색을 하고 제대로 관리하지 않았다.,Hellaswag
"신맛을 느꼈다.
     다음 원인에 적절한 답은 무엇일까요?",식초를 마셨다.,콜라를 마셨다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {회사,처하다,위기,크다,우리}
1. 위기 상황에 처하면 해결하기 어렵다.
2. 코로나로 인해서 우리 회사도 큰 위기에 처했다.
3. 회사의 문제는 크다고 볼 수 있다.
4. 위기에 처한 회사가 우리에게 도움을 요청했다.",2. 코로나로 인해서 우리 회사도 큰 위기에 처했다.,3. 회사의 문제는 크다고 볼 수 있다.,Kocommon_Gen
"배가 고프다.
     다음 결과에 적절한 답은 무엇일까요?",배에서 꼬르륵 소리가 났다.,배에 살이 쪘다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {거들떠보다,이것,오래되다,책,없다,사람}
1. 그 책은 오래되었다.
2. 이것은 사람들이 많이 찾는다.
3. 거들떠보지 않는 사람들이 많아졌다.
4. 이것은 굉장히 오래된 책이라 거들떠보는 사람도 없었다.",4. 이것은 굉장히 오래된 책이라 거들떠보는 사람도 없었다.,1. 그 책은 오래되었다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지나다,실시되다,대상,강화도,조사,방언}
1. 강화도로 여행을 다녀왔다.
2. 대상 그룹이 실시되는 테스트에 참여했다.
3. 조사 결과, 지역 방언 사용이 감소하고 있다.
4. 지난 방언 조사는 주로 강화도를 대상으로 실시되었다.",4. 지난 방언 조사는 주로 강화도를 대상으로 실시되었다.,1. 강화도로 여행을 다녀왔다.,Kocommon_Gen
"남자는 아들에게 카네이션을 받았다.
     다음 원인에 적절한 답은 무엇일까요?",오늘은 어버이날이다.,오늘은 아들이 시험을 보는 날이다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {맡다,대사,홍보,지역,우리,가수,인기}
1. 그 가수는 홍보를 위해 많은 인터뷰를 합니다.
2. 인기 가수가 이번에 우리 지역의 홍보 대사를 맡았다.
3. 대사가 특정 프로젝트를 맡아서 진행하고 있습니다.
4. 우리 지역에서 인기 있는 가수가 콘서트를 엽니다.",2. 인기 가수가 이번에 우리 지역의 홍보 대사를 맡았다.,3. 대사가 특정 프로젝트를 맡아서 진행하고 있습니다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {귀하다,생각하다,신,존재}
1. 귀한 선물을 받고 기뻐했다.
2. 진실로 더없이 귀한 존재는 인간보다 신이라고 생각한다.
3. 귀한 물건을 생각하다가 잊어버렸다.
4. 그 신은 고대부터 존재해왔다.",2. 진실로 더없이 귀한 존재는 인간보다 신이라고 생각한다.,4. 그 신은 고대부터 존재해왔다.,Kocommon_Gen
"길가에 차를 세웠다.
     다음 원인에 적절한 답은 무엇일까요?",주차장이 꽉 찼다.,주차장이 열려있다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {라디오,교체하다,새것,안테나,무선}
1. 라디오에서 나오는 소리가 작아졌다.
2. 새것처럼 보이지만 사실 오래된 물건이었다.
3. 무선 라디오의 안테나를 모두 새것으로 교체했다.
4. 안테나가 부러져 무선 수신이 잘 안 된다.",3. 무선 라디오의 안테나를 모두 새것으로 교체했다.,2. 새것처럼 보이지만 사실 오래된 물건이었다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {가정부,밥,아이,먹다,차리다}
1. 가정부가 차린 밥은 우리 아이가 먹지 않았다.
2. 아이가 밥을 먹는다.
3. 가정부는 집안일을 한다.
4. 아이가 밥을 차리도록 도와준다.",1. 가정부가 차린 밥은 우리 아이가 먹지 않았다.,3. 가정부는 집안일을 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {뒤,왼쪽,오른쪽,창,벽,없다}
1. 창 너머로 뒤쪽이 보인다.
2. 뒤는 왼쪽이고 오른쪽은 창이고 벽은 하나도 없다.
3. 왼쪽 벽에 시계가 없다.
4. 오른쪽에는 문이 있고 왼쪽에는 벽이 있다.",2. 뒤는 왼쪽이고 오른쪽은 창이고 벽은 하나도 없다.,3. 왼쪽 벽에 시계가 없다.,Kocommon_Gen
"여성이 다리털을 왁싱했다.
     다음 결과에 적절한 답은 무엇일까요?",다리털이 사라졌다.,다리털이 자랐다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {폭우,물,마을,침수되다,불어나다}
1. 폭우로 불어난 물에 마을이 완전히 침수되었다.
2. 침수된 지역이 점점 더 넓어지고 있다.
3. 폭우로 인해 길가에 물이 고여 있다.
4. 마을 주변의 물이 불어나기 시작했다.",1. 폭우로 불어난 물에 마을이 완전히 침수되었다.,2. 침수된 지역이 점점 더 넓어지고 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {내다,지수,어렵다,스무고개}
1. 내다보기 어려운 미래에는 많은 변수들이 있다.
2. 지수는 어려운 스무고개도 한 번에 냈다.
3. 어렵다는 느낌이 들 때 도전을 멈추지 말아야 한다.
4. 지수가 스무고개 게임에서 질문을 많이 했다.",2. 지수는 어려운 스무고개도 한 번에 냈다.,1. 내다보기 어려운 미래에는 많은 변수들이 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {횡성,소고기,싸다,먹다}
1. 횡성의 음식점이 매우 유명하다.
2. 소고기는 아주 맛있는 음식 중 하나이다.
3. 횡성은 소고기를 아주 싼 가격에 먹을 수 있다.
4. 싸게 먹을수록 좋다.",3. 횡성은 소고기를 아주 싼 가격에 먹을 수 있다.,2. 소고기는 아주 맛있는 음식 중 하나이다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {더럽다,동생,치우다,방,그}
1. 동생이 방을 치웠다.
2. 그는 휴일에도 회사에 나간 동생의 더러운 방을 치운다.
3. 그는 동생에게 치우라고 말했다.
4. 그의 방은 매우 더럽다.",2. 그는 휴일에도 회사에 나간 동생의 더러운 방을 치운다.,4. 그의 방은 매우 더럽다.,Kocommon_Gen
"여자가 친구와 화해했다.
     다음 원인에 적절한 답은 무엇일까요?",여자가 친구에게 사과를 받았다.,여자가 친구와 연을 끊었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {검사되다,단위,농도,물질,오염}
1. 최근 오염 물질의 농도가 세제곱센티미터 단위로 검사되었다.
2. 오염된 물질이 강물에서 발견되었다.
3. 새로운 단위가 과학계에 소개되었다.
4. 그 화학 물질의 농도를 측정했다.",1. 최근 오염 물질의 농도가 세제곱센티미터 단위로 검사되었다.,2. 오염된 물질이 강물에서 발견되었다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {할머니,방문,열다,밥상,들이다}
1. 할머니는 방문을 활짝 열고 밥상을 잔뜩 들이셨다.
2. 방문을 열어라.
3. 할머니는 밥상을 차리셨다.
4. 들어오세요.",1. 할머니는 방문을 활짝 열고 밥상을 잔뜩 들이셨다.,2. 방문을 열어라.,Kocommon_Gen
"아기의 기저귀가 축축하다.
     다음 결과에 적절한 답은 무엇일까요?",아기가 울음을 터뜨린다.,아기가 대변을 보았다.,Hellaswag
"고기를 팬에 올렸다.
     다음 결과에 적절한 답은 무엇일까요?",고기가 익는다.,고기가 썰린다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {나쁘다,미치다,영향,건강,흡연,청소년}
1. 청소년 흡연은 미친 듯이 건강을 해친다.
2. 청소년이 흡연을 하는 것은 건강에 나쁜 영향을 미친다.
3. 나쁜 습관은 건강에 나쁜 영향을 미친다.
4. 청소년들에게 흡연은 건강에 영향을 준다.",2. 청소년이 흡연을 하는 것은 건강에 나쁜 영향을 미친다.,4. 청소년들에게 흡연은 건강에 영향을 준다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {외국,물건,들여오다}
1. 들여오다 는 어떤 것을 내부로 옮기는 행위를 말한다.
2. 그들은 외국에서 수입한 물건을 들여왔다.
3. 우리는 물건을 인터넷으로 쉽게 주문할 수 있다.
4. 그는 외국에서 새로운 물건을 구경했다.",2. 그들은 외국에서 수입한 물건을 들여왔다.,3. 우리는 물건을 인터넷으로 쉽게 주문할 수 있다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {업무,겸직자,신고하다,전담자}
1. 그는 업무에 전념하는 직원입니다.
2. 다른 업무 겸직자를 직무 전담자로 인사 부서에 신고한다.
3. 모든 직원은 관련 업무를 신고해야 합니다.
4. 겸직자는 회사의 승인을 받아야 합니다.",2. 다른 업무 겸직자를 직무 전담자로 인사 부서에 신고한다.,1. 그는 업무에 전념하는 직원입니다.,Kocommon_Gen
"키보드에서 스페이스 바를 눌렀다.
     다음 결과에 적절한 답은 무엇일까요?",한 칸 띄어쓰기가 되었다.,줄 바꿈이 되었다.,Hellaswag
"여성이 119에 전화를 걸었다.
     다음 원인에 적절한 답은 무엇일까요?",여성이 응급상황에 처했다.,여성이 도둑을 발견했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {처남,김두만,여유,있다,너그럽다}
1. 김두만 씨는 항상 여유롭게 시간을 보낸다.
2. 모든 일에는 여유가 필요하다.
3. 처남인 김두만은 여유가 있고 성격이 너그러웠다.
4. 너그러운 사람은 문제를 편안히 해결한다.",3. 처남인 김두만은 여유가 있고 성격이 너그러웠다.,1. 김두만 씨는 항상 여유롭게 시간을 보낸다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {하다,클릭,전,접속하다,인터넷}
1. 접속하기 전에 비밀번호를 입력하라.
2. 클릭해서 문서를 열면 된다.
3. 인터넷에 접속하기 전에 먼저 클릭을 한다.
4. 인터넷으로 정보를 찾을 수 있다.",3. 인터넷에 접속하기 전에 먼저 클릭을 한다.,2. 클릭해서 문서를 열면 된다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {정하다,사다,옷}
1. 도대체 어떤 옷을 사야 할지 정하지 못했다.
2. 그는 새 옷을 사러 갔다.
3. 옷을 너무 많이 사서 방이 어지럽다.
4. 오늘 저녁 메뉴를 정하다 말았다.",1. 도대체 어떤 옷을 사야 할지 정하지 못했다.,4. 오늘 저녁 메뉴를 정하다 말았다.,Kocommon_Gen
